Invoice_ID,Branch,City,Customer_type,Gender,Product_line, unit_price ,Quantity,Tax_5%,Total,Date,Time,Payment,gross_margin_percentage,gross_income,Rating
548-46-9322,B,Mandalay,Normal,Male,Food and beverages, ? 48.00 ,10,19.95, ? 499.95 ,2/20/2019,15:24:00,Credit card,476.19%,19.95,5.9
505-02-0892,B,Mandalay,Member,Male,Health and beauty, ? 61.00 ,8,17.028, ? 505.03 ,2/25/2019,14:12:00,Ewallet,476.19%,17.028,5.6
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle, ? 50.00 ,10,47.79, ? 547.79 ,1/16/2019,13:32:00,Cash,476.19%,47.79,4.8
687-47-8271,A,Yangon,Normal,Male,Fashion accessories, ? 60.00 ,10,49.49, ? 649.49 ,02-08-2019,16:20:00,Credit card,476.19%,49.49,8.7
796-32-9050,A,Yangon,Normal,Male,Food and beverages, ? 94.00 ,6,15.384, ? 579.38 ,1/19/2019,16:31:00,Cash,476.19%,15.384,6.5
105-31-1824,A,Yangon,Member,Male,Sports and travel, ? 47.00 ,7,24.332, ? 353.33 ,02-01-2019,15:10:00,Credit card,476.19%,24.332,8.5
249-42-3782,A,Yangon,Normal,Male,Health and beauty, ? 84.00 ,5,17.503, ? 437.50 ,01-03-2019,11:36:00,Ewallet,476.19%,17.503,5.5
316-55-4634,B,Mandalay,Member,Male,Food and beverages, ? 47.00 ,5,20.013, ? 255.01 ,1/26/2019,12:45:00,Credit card,476.19%,20.013,9.4
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories, ? 91.00 ,8,8.34, ? 736.34 ,03-03-2019,19:17:00,Cash,476.19%,8.34,6.3
608-27-6295,B,Mandalay,Member,Male,Electronic accessories, ? 98.00 ,6,15.867, ? 603.87 ,1/19/2019,17:34:00,Credit card,476.19%,15.867,9.8
414-12-7047,B,Mandalay,Normal,Male,Food and beverages, ? 55.00 ,8,7.916, ? 447.92 ,1/18/2019,12:04:00,Ewallet,476.19%,7.916,8.7
827-26-2100,A,Yangon,Member,Male,Home and lifestyle, ? 53.00 ,9,15.228, ? 492.23 ,3/21/2019,16:21:00,Ewallet,476.19%,15.228,8.8
175-54-2529,A,Yangon,Member,Male,Food and beverages, ? 90.00 ,8,8.868, ? 728.87 ,03-03-2019,17:01:00,Credit card,476.19%,8.868,9.6
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories, ? 88.00 ,7,7.879, ? 623.88 ,2/13/2019,10:50:00,Credit card,476.19%,7.879,4.8
407-63-8975,A,Yangon,Normal,Male,Food and beverages, ? 52.00 ,6,22.164, ? 334.16 ,3/23/2019,19:16:00,Ewallet,476.19%,22.164,4.4
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty, ? 68.00 ,3,13.02, ? 217.02 ,1/28/2019,16:47:00,Ewallet,476.19%,13.02,9.9
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories, ? 95.00 ,7,22.491, ? 687.49 ,02-09-2019,10:00:00,Cash,476.19%,22.491,5.7
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages, ? 70.00 ,8,15.388, ? 575.39 ,1/23/2019,11:51:00,Cash,476.19%,15.388,7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel, ? 78.00 ,10,7.75, ? 787.75 ,3/23/2019,10:55:00,Ewallet,476.19%,7.75,8
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty, ? 53.00 ,8,13.724, ? 437.72 ,1/25/2019,15:00:00,Ewallet,476.19%,13.724,5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel, ? 68.00 ,7,4.319, ? 480.32 ,03-04-2019,11:19:00,Credit card,476.19%,4.319,6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages, ? 51.00 ,3,2.712, ? 155.71 ,03-05-2019,19:46:00,Ewallet,476.19%,2.712,8
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle, ? 88.00 ,8,37.796, ? 741.80 ,03-03-2019,19:00:00,Ewallet,476.19%,37.796,7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle, ? 80.00 ,4,9.294, ? 329.29 ,02-08-2019,10:53:00,Cash,476.19%,9.294,7
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle, ? 76.00 ,1,3.704, ? 79.70 ,02-10-2019,12:50:00,Ewallet,476.19%,3.704,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle, ? 72.00 ,4,13.962, ? 301.96 ,1/28/2019,20:50:00,Credit card,476.19%,13.962,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle, ? 93.00 ,3,11.556, ? 290.56 ,02-11-2019,10:39:00,Credit card,476.19%,11.556,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories, ? 77.00 ,2,7.352, ? 161.35 ,1/15/2019,13:41:00,Ewallet,476.19%,7.352,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages, ? 98.00 ,9,39.51, ? 921.51 ,3/16/2019,19:08:00,Cash,476.19%,39.51,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle, ? 76.00 ,4,5.11, ? 309.11 ,1/26/2019,20:23:00,Ewallet,476.19%,5.11,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories, ? 75.00 ,5,8.178, ? 383.18 ,3/19/2019,11:30:00,Credit card,476.19%,8.178,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories, ? 97.00 ,1,3.715, ? 100.71 ,1/13/2019,19:30:00,Cash,476.19%,3.715,5
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty, ? 96.00 ,2,4.37, ? 196.37 ,3/26/2019,18:03:00,Cash,476.19%,4.37,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle, ? 50.00 ,1,1.265, ? 51.26 ,3/23/2019,10:13:00,Ewallet,476.19%,1.265,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty, ? 59.00 ,4,8.3, ? 244.30 ,03-12-2019,19:58:00,Credit card,476.19%,8.3,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages, ? 45.00 ,5,17.848, ? 242.85 ,2/17/2019,19:57:00,Credit card,476.19%,17.848,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel, ? 93.00 ,6,5.745, ? 563.75 ,1/29/2019,10:01:00,Credit card,476.19%,5.745,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories, ? 61.00 ,4,11.498, ? 255.50 ,3/15/2019,11:57:00,Cash,476.19%,11.498,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories, ? 88.00 ,7,21.494, ? 637.49 ,1/14/2019,10:02:00,Cash,476.19%,21.494,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty, ? 58.00 ,10,12.95, ? 592.95 ,02-06-2019,14:51:00,Ewallet,476.19%,12.95,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle, ? 92.00 ,5,4.443, ? 464.44 ,2/15/2019,12:42:00,Credit card,476.19%,4.443,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty, ? 71.00 ,9,10.364, ? 649.36 ,01-03-2019,12:02:00,Ewallet,476.19%,10.364,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories, ? 73.00 ,9,29.993, ? 686.99 ,01-04-2019,18:19:00,Credit card,476.19%,29.993,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle, ? 89.00 ,10,14.265, ? 904.27 ,3/18/2019,17:38:00,Ewallet,476.19%,14.265,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories, ? 79.00 ,3,4.556, ? 241.56 ,3/28/2019,13:41:00,Ewallet,476.19%,4.556,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories, ? 95.00 ,9,44.879, ? 899.88 ,03-02-2019,19:42:00,Credit card,476.19%,44.879,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories, ? 75.00 ,9,11.804, ? 686.80 ,1/25/2019,20:24:00,Ewallet,476.19%,11.804,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages, ? 62.00 ,9,41.967, ? 599.97 ,1/16/2019,18:08:00,Cash,476.19%,41.967,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle, ? 82.00 ,5,23.09, ? 433.09 ,3/20/2019,19:17:00,Ewallet,476.19%,23.09,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel, ? 87.00 ,3,6.963, ? 267.96 ,01-04-2019,13:24:00,Credit card,476.19%,6.963,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel, ? 55.00 ,7,10.364, ? 395.36 ,03-11-2019,15:53:00,Cash,476.19%,10.364,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle, ? 72.00 ,1,0.914, ? 72.91 ,3/22/2019,15:05:00,Credit card,476.19%,0.914,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel, ? 89.00 ,5,6.193, ? 451.19 ,3/24/2019,18:27:00,Cash,476.19%,6.193,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories, ? 97.00 ,3,14.196, ? 305.20 ,2/21/2019,16:55:00,Cash,476.19%,14.196,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories, ? 92.00 ,8,37.948, ? 773.95 ,02-12-2019,12:58:00,Ewallet,476.19%,37.948,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages, ? 65.00 ,3,8.601, ? 203.60 ,03-10-2019,18:59:00,Credit card,476.19%,8.601,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories, ? 96.00 ,6,13.605, ? 589.61 ,1/31/2019,13:44:00,Ewallet,476.19%,13.605,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages, ? 76.00 ,7,21.728, ? 553.73 ,03-06-2019,13:46:00,Ewallet,476.19%,21.728,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories, ? 59.00 ,5,2.953, ? 297.95 ,2/17/2019,18:06:00,Cash,476.19%,2.953,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories, ? 53.00 ,1,0.627, ? 53.63 ,2/21/2019,12:38:00,Cash,476.19%,0.627,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages, ? 60.00 ,2,4.325, ? 124.33 ,3/20/2019,15:56:00,Cash,476.19%,4.325,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel, ? 63.00 ,2,8.716, ? 134.72 ,01-11-2019,14:29:00,Credit card,476.19%,8.716,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty, ? 96.00 ,9,31.217, ? 895.22 ,1/26/2019,19:14:00,Ewallet,476.19%,31.217,4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories, ? 83.00 ,4,7.412, ? 339.41 ,1/31/2019,16:24:00,Ewallet,476.19%,7.412,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories, ? 97.00 ,6,27.21, ? 609.21 ,2/26/2019,10:52:00,Cash,476.19%,27.21,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle, ? 52.00 ,8,25.368, ? 441.37 ,03-11-2019,12:55:00,Ewallet,476.19%,25.368,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories, ? 52.00 ,2,8.137, ? 112.14 ,1/26/2019,19:28:00,Cash,476.19%,8.137,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories, ? 49.00 ,3,1.589, ? 148.59 ,03-12-2019,13:52:00,Credit card,476.19%,1.589,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty, ? 83.00 ,9,37.841, ? 784.84 ,02-11-2019,10:54:00,Cash,476.19%,37.841,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories, ? 53.00 ,4,14.764, ? 226.76 ,2/21/2019,18:31:00,Cash,476.19%,14.764,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty, ? 74.00 ,10,25.97, ? 765.97 ,03-09-2019,18:24:00,Ewallet,476.19%,25.97,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel, ? 100.00 ,2,9.314, ? 209.31 ,1/20/2019,18:09:00,Ewallet,476.19%,9.314,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty, ? 93.00 ,5,4.353, ? 469.35 ,1/28/2019,15:16:00,Credit card,476.19%,4.353,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories, ? 85.00 ,5,11.055, ? 436.06 ,03-05-2019,17:07:00,Credit card,476.19%,11.055,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories, ? 84.00 ,5,3.305, ? 423.31 ,03-02-2019,19:26:00,Cash,476.19%,3.305,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories, ? 97.00 ,1,4.485, ? 101.48 ,01-11-2019,11:20:00,Ewallet,476.19%,4.485,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages, ? 63.00 ,9,11.223, ? 578.22 ,01-11-2019,16:49:00,Credit card,476.19%,11.223,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty, ? 93.00 ,2,5.977, ? 191.98 ,03-11-2019,12:01:00,Credit card,476.19%,5.977,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories, ? 48.00 ,2,9.32, ? 105.32 ,2/28/2019,18:37:00,Credit card,476.19%,9.32,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle, ? 98.00 ,4,12.53, ? 404.53 ,01-05-2019,11:25:00,Cash,476.19%,12.53,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle, ? 72.00 ,8,37.548, ? 613.55 ,02-02-2019,18:42:00,Credit card,476.19%,37.548,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle, ? 83.00 ,8,19.036, ? 683.04 ,01-01-2019,14:47:00,Cash,476.19%,19.036,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories, ? 78.00 ,3,12.21, ? 246.21 ,02-09-2019,19:43:00,Cash,476.19%,12.21,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories, ? 51.00 ,5,4.485, ? 259.49 ,1/23/2019,14:04:00,Ewallet,476.19%,4.485,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories, ? 79.00 ,4,15.544, ? 331.54 ,01-07-2019,16:11:00,Credit card,476.19%,15.544,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages, ? 63.00 ,7,25.571, ? 466.57 ,1/14/2019,19:06:00,Credit card,476.19%,25.571,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages, ? 91.00 ,9,20.948, ? 839.95 ,02-02-2019,15:34:00,Ewallet,476.19%,20.948,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories, ? 90.00 ,10,17.595, ? 917.60 ,3/17/2019,19:06:00,Credit card,476.19%,17.595,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel, ? 46.00 ,2,1.439, ? 93.44 ,03-02-2019,19:44:00,Credit card,476.19%,1.439,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle, ? 56.00 ,4,4.75, ? 228.75 ,3/16/2019,11:22:00,Cash,476.19%,4.75,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle, ? 75.00 ,8,23.56, ? 623.56 ,01-06-2019,11:23:00,Cash,476.19%,23.56,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories, ? 79.00 ,4,6.524, ? 322.52 ,1/29/2019,14:12:00,Cash,476.19%,6.524,9
366-93-0948,A,Yangon,Member,Male,Electronic accessories, ? 82.00 ,1,3.318, ? 85.32 ,1/31/2019,10:46:00,Credit card,476.19%,3.318,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle, ? 66.00 ,6,7.773, ? 403.77 ,02-05-2019,10:16:00,Ewallet,476.19%,7.773,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories, ? 62.00 ,4,6.45, ? 254.45 ,2/13/2019,12:38:00,Ewallet,476.19%,6.45,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories, ? 45.00 ,4,13.188, ? 193.19 ,02-07-2019,13:05:00,Credit card,476.19%,13.188,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories, ? 76.00 ,9,33.777, ? 717.78 ,3/19/2019,13:25:00,Ewallet,476.19%,33.777,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories, ? 71.00 ,4,3.29, ? 287.29 ,03-07-2019,14:53:00,Ewallet,476.19%,3.29,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories, ? 51.00 ,4,7.66, ? 211.66 ,3/13/2019,19:22:00,Cash,476.19%,7.66,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel, ? 54.00 ,10,11.12, ? 551.12 ,02-09-2019,11:00:00,Cash,476.19%,11.12,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel, ? 89.00 ,1,2.723, ? 91.72 ,2/26/2019,19:24:00,Ewallet,476.19%,2.723,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel, ? 45.00 ,7,34.44, ? 349.44 ,03-12-2019,12:43:00,Credit card,476.19%,34.44,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle, ? 71.00 ,4,7.094, ? 291.09 ,3/14/2019,17:22:00,Credit card,476.19%,7.094,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages, ? 66.00 ,10,37.3, ? 697.30 ,01-08-2019,20:55:00,Cash,476.19%,37.3,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle, ? 54.00 ,4,14.148, ? 230.15 ,01-05-2019,16:05:00,Credit card,476.19%,14.148,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle, ? 62.00 ,10,17.77, ? 637.77 ,01-04-2019,13:34:00,Ewallet,476.19%,17.77,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel, ? 55.00 ,5,16.858, ? 291.86 ,03-06-2019,18:13:00,Ewallet,476.19%,16.858,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty, ? 45.00 ,2,2.112, ? 92.11 ,01-03-2019,19:17:00,Cash,476.19%,2.112,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle, ? 49.00 ,9,9.693, ? 450.69 ,01-07-2019,11:44:00,Credit card,476.19%,9.693,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle, ? 80.00 ,2,1.203, ? 161.20 ,1/27/2019,15:51:00,Cash,476.19%,1.203,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty, ? 60.00 ,6,29.913, ? 389.91 ,2/26/2019,16:52:00,Ewallet,476.19%,29.913,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories, ? 67.00 ,7,16.79, ? 485.79 ,01-07-2019,20:52:00,Cash,476.19%,16.79,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle, ? 85.00 ,10,10.91, ? 860.91 ,01-07-2019,17:36:00,Cash,476.19%,10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories, ? 67.00 ,4,19.084, ? 287.08 ,02-02-2019,13:23:00,Ewallet,476.19%,19.084,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories, ? 67.00 ,10,35.495, ? 705.50 ,3/20/2019,16:28:00,Cash,476.19%,35.495,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel, ? 67.00 ,10,22.01, ? 692.01 ,3/20/2019,19:57:00,Credit card,476.19%,22.01,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle, ? 87.00 ,8,27.984, ? 723.98 ,2/15/2019,17:01:00,Credit card,476.19%,27.984,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle, ? 52.00 ,1,1.85, ? 53.85 ,03-06-2019,13:29:00,Credit card,476.19%,1.85,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel, ? 84.00 ,1,0.767, ? 84.77 ,01-06-2019,11:09:00,Cash,476.19%,0.767,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty, ? 72.00 ,6,29.949, ? 461.95 ,03-04-2019,15:02:00,Ewallet,476.19%,29.949,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty, ? 85.00 ,4,9.534, ? 349.53 ,03-12-2019,14:21:00,Cash,476.19%,9.534,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty, ? 60.00 ,5,16.67, ? 316.67 ,2/20/2019,18:01:00,Cash,476.19%,16.67,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle, ? 71.00 ,1,3.743, ? 74.74 ,3/24/2019,14:49:00,Cash,476.19%,3.743,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel, ? 93.00 ,9,10.688, ? 847.69 ,1/31/2019,12:02:00,Cash,476.19%,10.688,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages, ? 85.00 ,7,16.979, ? 611.98 ,1/25/2019,13:30:00,Credit card,476.19%,16.979,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle, ? 98.00 ,7,33.208, ? 719.21 ,02-03-2019,14:38:00,Cash,476.19%,33.208,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories, ? 64.00 ,10,20.15, ? 660.15 ,1/24/2019,17:37:00,Credit card,476.19%,20.15,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories, ? 100.00 ,7,9.748, ? 709.75 ,3/14/2019,17:20:00,Ewallet,476.19%,9.748,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories, ? 68.00 ,1,3.124, ? 71.12 ,2/18/2019,20:29:00,Cash,476.19%,3.124,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages, ? 63.00 ,2,3.636, ? 129.64 ,1/21/2019,10:00:00,Cash,476.19%,3.636,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty, ? 60.00 ,10,9.055, ? 609.06 ,3/13/2019,11:46:00,Ewallet,476.19%,9.055,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories, ? 57.00 ,5,12.98, ? 297.98 ,03-03-2019,13:42:00,Cash,476.19%,12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories, ? 66.00 ,4,5.768, ? 269.77 ,3/29/2019,14:44:00,Cash,476.19%,5.768,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle, ? 64.00 ,6,23.514, ? 407.51 ,01-10-2019,14:16:00,Ewallet,476.19%,23.514,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle, ? 67.00 ,4,12.002, ? 280.00 ,1/25/2019,15:54:00,Cash,476.19%,12.002,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle, ? 62.00 ,1,4.431, ? 66.43 ,1/19/2019,10:21:00,Cash,476.19%,4.431,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories, ? 76.00 ,2,9.982, ? 161.98 ,01-02-2019,18:09:00,Credit card,476.19%,9.982,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty, ? 68.00 ,1,1.951, ? 69.95 ,03-12-2019,16:46:00,Credit card,476.19%,1.951,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages, ? 91.00 ,1,2.431, ? 93.43 ,2/25/2019,15:31:00,Cash,476.19%,2.431,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories, ? 84.00 ,4,10.238, ? 346.24 ,3/18/2019,17:15:00,Credit card,476.19%,10.238,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories, ? 46.00 ,8,5.984, ? 373.98 ,2/23/2019,12:29:00,Cash,476.19%,5.984,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories, ? 74.00 ,7,25.27, ? 543.27 ,3/26/2019,20:14:00,Ewallet,476.19%,25.27,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel, ? 80.00 ,7,14.081, ? 574.08 ,3/30/2019,13:22:00,Cash,476.19%,14.081,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle, ? 72.00 ,8,35.516, ? 611.52 ,2/17/2019,17:09:00,Cash,476.19%,35.516,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories, ? 56.00 ,3,3.972, ? 171.97 ,3/21/2019,10:40:00,Ewallet,476.19%,3.972,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories, ? 46.00 ,2,8.191, ? 100.19 ,03-05-2019,17:43:00,Cash,476.19%,8.191,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel, ? 96.00 ,6,23.979, ? 599.98 ,1/31/2019,14:04:00,Cash,476.19%,23.979,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories, ? 74.00 ,2,6.933, ? 154.93 ,02-05-2019,19:05:00,Ewallet,476.19%,6.933,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages, ? 45.00 ,5,3.558, ? 228.56 ,02-01-2019,10:08:00,Credit card,476.19%,3.558,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty, ? 70.00 ,9,6.998, ? 637.00 ,03-07-2019,13:12:00,Cash,476.19%,6.998,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories, ? 86.00 ,10,39.065, ? 899.07 ,02-10-2019,20:51:00,Cash,476.19%,39.065,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages, ? 59.00 ,2,9.937, ? 127.94 ,2/14/2019,17:29:00,Cash,476.19%,9.937,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages, ? 48.00 ,3,3.162, ? 147.16 ,02-09-2019,10:25:00,Cash,476.19%,3.162,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories, ? 95.00 ,5,18.698, ? 493.70 ,01-10-2019,11:34:00,Cash,476.19%,18.698,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty, ? 85.00 ,7,10.385, ? 605.38 ,03-11-2019,18:58:00,Credit card,476.19%,10.385,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty, ? 57.00 ,4,8.814, ? 236.81 ,2/18/2019,16:28:00,Ewallet,476.19%,8.814,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages, ? 48.00 ,9,10.319, ? 442.32 ,2/26/2019,20:26:00,Cash,476.19%,10.319,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty, ? 48.00 ,1,1.971, ? 49.97 ,1/18/2019,15:08:00,Cash,476.19%,1.971,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty, ? 93.00 ,6,4.578, ? 562.58 ,2/15/2019,18:03:00,Ewallet,476.19%,4.578,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories, ? 79.00 ,5,15.443, ? 410.44 ,03-08-2019,13:21:00,Cash,476.19%,15.443,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle, ? 83.00 ,6,6.456, ? 504.46 ,1/17/2019,12:48:00,Credit card,476.19%,6.456,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel, ? 76.00 ,4,19.548, ? 323.55 ,03-12-2019,19:53:00,Ewallet,476.19%,19.548,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages, ? 93.00 ,5,24.945, ? 489.95 ,03-09-2019,19:09:00,Cash,476.19%,24.945,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages, ? 75.00 ,4,18.852, ? 318.85 ,03-12-2019,16:30:00,Cash,476.19%,18.852,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty, ? 50.00 ,4,10.226, ? 210.23 ,1/25/2019,10:11:00,Credit card,476.19%,10.226,4
